date,avg_gas_price_wei,gas_used_daily,gas_limit_per_block,block_time_sec,block_count,block_size_bytes,transaction_count,pol_usd,avg_gas_gwei,gas_used_per_block,utilization,gas_used_per_sec,gas_capacity_per_sec,gas_capacity_daily,transactions_per_sec,log_avg_gas_gwei,log_gas_used_per_sec,log_gas_capacity_per_sec,gas_limit_level_millions,block_time_level_sec,supply_state,supply_epoch_id,baseline_gwei,gas_price_to_baseline_ratio,gwei_above_baseline,is_spike_day,baseline_band,fee_state
2025-01-11 00:00:00+00:00,65225825733,548812452979,29981916,2.15,40191,62627,3298148,0.46,65.225825733,13655108.182901645,0.4554448148978086,6351995.983553241,13945077.209302327,1204854670883.721,38.17300925925926,4.1930705036798726,15.66427980702758,16.450637187439785,30,2.0,30M/2s,1,107.638930937,0.6059687249325806,-42.413105204000004,False,middle_baseline,middle_baseline
2025-01-12 00:00:00+00:00,71992684814,518695572015,29993779,2.23,38696,61196,3026532,0.45,71.992684814,13404371.821764523,0.4469050672729343,6003420.972395834,13450125.112107623,1162090809686.0986,35.02930555555555,4.290359228099834,15.607840193349348,16.414499040333045,30,2.0,30M/2s,1,107.250573106,0.6712568775072817,-35.257888292000004,False,middle_baseline,middle_baseline
2025-01-13 00:00:00+00:00,174823240828,585103525460,29995421,2.15,40119,66981,3600617,0.44,174.823240828,14584200.141080286,0.4862142171993614,6772031.544675926,13951358.604651164,1205397383441.8606,41.67380787037037,5.169479176900179,15.728311827993835,16.451087524181478,30,2.0,30M/2s,1,98.9284518275,1.7671684697223056,75.8947890005,False,middle_baseline,middle_baseline
2025-01-14 00:00:00+00:00,65706001452,547226400188,29958167,2.17,39776,65252,3372931,0.46,65.706001452,13757703.142296862,0.459230471019701,6333638.891064815,13805606.912442397,1192804437235.0232,39.03855324074074,4.2002949256655135,15.661385651143515,16.440585438048156,30,2.0,30M/2s,1,107.250573106,0.6126400964502087,-41.54457165400001,False,middle_baseline,middle_baseline
2025-01-15 00:00:00+00:00,106945127956,564892540433,29988130,2.15,40256,64202,3394113,0.49,106.945127956,14032505.475780008,0.46793532893781664,6538108.106863426,13947967.441860465,1205104386976.7441,39.28371527777778,4.6816230235291645,15.693158554237085,16.450844424218513,30,2.0,30M/2s,1,98.9284518275,1.0810350913251785,8.016676128499995,False,middle_baseline,middle_baseline
2025-01-16 00:00:00+00:00,93708115944,590980754543,29973597,2.14,40286,64772,3461578,0.47,93.708115944,14669631.001911335,0.4894184372303175,6840055.02943287,14006353.738317756,1210148962990.654,40.06456018518519,4.550799698146046,15.738306481002738,16.455021694473444,30,2.0,30M/2s,1,107.097850531,0.8749766263224463,-13.389734587000007,False,middle_baseline,middle_baseline
2025-01-17 00:00:00+00:00,119434233591,604018434276,29983166,2.16,40026,73704,3288198,0.51,119.434233591,15090651.933143457,0.503304151841185,6990954.100416667,13881095.37037037,1199326640000.0,38.05784722222222,4.791103824611158,15.760127742989829,16.446038499143217,30,2.0,30M/2s,1,107.097850531,1.1151879612787294,12.336383059999989,False,middle_baseline,middle_baseline
2025-01-18 00:00:00+00:00,123705493342,607227474139,29989540,2.15,40142,67716,3607399,0.48,123.705493342,15126986.052986896,0.5044087389465426,7028095.765497685,13948623.255813954,1205161049302.3257,41.752303240740744,4.825954904177618,15.765426496762592,16.450891441713498,30,2.0,30M/2s,1,107.486208362,1.150896428734145,16.219284979999998,False,middle_baseline,middle_baseline
2025-01-19 00:00:00+00:00,329809817532,608877244694,29988480,2.14,40303,68457,3661234,0.44,329.809817532,15107491.866461555,0.5037765123961453,7047190.332106481,14013308.411214953,1210749846728.972,42.37539351851852,5.801543640859088,15.768139702800022,16.455518108206522,30,2.0,30M/2s,1,111.1512148,2.967217390520144,218.65860273200002,True,middle_baseline,spike_day
2025-01-20 00:00:00+00:00,507677674604,578912391380,29988895,2.26,38270,71976,3544232,0.44,507.677674604,15127054.909328455,0.5044218838116061,6700374.9002314815,13269422.566371683,1146478109734.5134,41.021203703703705,6.231814563710156,15.717674187299556,16.400972966508203,30,2.0,30M/2s,1,116.02422496,4.375617891686195,391.65344964400003,True,middle_baseline,spike_day
2025-01-21 00:00:00+00:00,201798595813,595717967551,29960557,2.19,39488,67685,3440239,0.45,201.798595813,15086050.636927674,0.5035303795229066,6894883.8836921295,13680619.634703197,1182005536438.3562,39.81758101851852,5.312213347694043,15.74629037344901,16.43149083716344,30,2.0,30M/2s,1,116.02422496,1.7392798433479835,85.774370853,False,middle_baseline,middle_baseline
2025-01-22 00:00:00+00:00,115611150658,585720752641,29971532,2.16,40065,65401,3455655,0.44,115.611150658,14619262.514439037,0.48777161322414336,6779175.377789352,13875709.259259257,1198861279999.9998,39.996006944444446,4.758844901059237,15.729366174335343,16.44565040614314,30,2.0,30M/2s,1,116.02422496,0.9964397581441082,-0.4130743019999983,False,middle_baseline,middle_baseline
